Wavelength (nm),Abs
695.0200195,0.09445635974
695,0.09473006427
694.9799805,0.09576363862
694.960022,0.09690369666
694.9400024,0.094278723
694.9199829,0.09621798247
694.9000244,0.09696877003
694.8800049,0.09628521651
694.8599854,0.0945481658
694.8400269,0.09643128514
694.8200073,0.09745184332
694.7999878,0.09659925848
694.7800293,0.09349798411
694.7600098,0.09663470089
694.7399902,0.09441669285
694.7199707,0.09559450299
694.7000122,0.09444361925
694.6799927,0.09586250037
694.6599731,0.09533876181
694.6400146,0.09762725234
694.6199951,0.09400299191
694.5999756,0.09525126964
694.5800171,0.09455151111
694.5599976,0.09637717903
694.539978,0.09402150661
694.5200195,0.09565096349
694.5,0.09446910024
694.4799805,0.09392000735
694.460022,0.09348203242
694.4400024,0.095686391
694.4199829,0.09632641077
694.4000244,0.0963742733
694.3800049,0.09576331824
694.3599854,0.09532802552
694.3400269,0.09386978298
694.3200073,0.09680563211
694.2999878,0.09454462677
694.2800293,0.09540779144
694.2600098,0.0956113413
694.2399902,0.0966380313
694.2199707,0.09605244547
694.2000122,0.09719594568
694.1799927,0.09215224534
694.1599731,0.09598670155
694.1400146,0.09398633987
694.1199951,0.09456963092
694.0999756,0.09544187784
694.0800171,0.0947592631
694.0599976,0.09408949316
694.039978,0.09358470887
694.0200195,0.09347359091
694,0.09276111424
693.9799805,0.09592399746
693.960022,0.09372894466
693.9400024,0.09467311203
693.9199829,0.09559430927
693.9000244,0.093692258
693.8800049,0.09237550199
693.8599854,0.09272515774
693.8400269,0.09478071332
693.8200073,0.09552621096
693.7999878,0.09343644977
693.7800293,0.09575821459
693.7600098,0.09429191053
693.7399902,0.0935895592
693.7199707,0.09315974265
693.7000122,0.09182997793
693.6799927,0.095540829
693.6599731,0.09433562309
693.6400146,0.09423106164
693.6199951,0.09606684744
693.5999756,0.09389095753
693.5800171,0.09400302172
693.5599976,0.09396034479
693.539978,0.09442707896
693.5200195,0.09253438562
693.5,0.09336131066
693.4799805,0.09481799603
693.460022,0.09402114898
693.4400024,0.0943158716
693.4199829,0.09687832743
693.4000244,0.09555069357
693.3800049,0.09261380881
693.3599854,0.09501782805
693.3400269,0.09374117851
693.3200073,0.09509708732
693.2999878,0.09484031796
693.2800293,0.09508206695
693.2600098,0.09544113278
693.2399902,0.09173270315
693.2199707,0.09191924334
693.2000122,0.09294816852
693.1799927,0.09441376477
693.1599731,0.09296323359
693.1400146,0.0938995108
693.1199951,0.09373382479
693.0999756,0.09336577356
693.0800171,0.09382178634
693.0599976,0.09440562129
693.039978,0.09516566247
693.0200195,0.09253262728
693,0.09526667744
692.9799805,0.09341596812
692.960022,0.09528037161
692.9400024,0.09373211861
692.9199829,0.09335691482
692.9000244,0.09205898643
692.8800049,0.09244374186
692.8599854,0.09345163405
692.8400269,0.09334680438
692.8200073,0.09320635349
692.7999878,0.09428007901
692.7800293,0.09031291306
692.7600098,0.09300944209
692.7399902,0.09368082881
692.7199707,0.09445308149
692.7000122,0.09279672056
692.6799927,0.09364267439
692.6599731,0.09393125772
692.6400146,0.09350225329
692.6199951,0.09392216057
692.5999756,0.09157861024
692.5800171,0.0932116136
692.5599976,0.09346152097
692.539978,0.09227723628
692.5200195,0.09153278172
692.5,0.0943639949
692.4799805,0.09279569983
692.460022,0.0925713852
692.4400024,0.09303772449
692.4199829,0.09396905452
692.4000244,0.093692258
692.3800049,0.09370844811
692.3599854,0.09631720185
692.3400269,0.09227775037
692.3200073,0.09453043342
692.2999878,0.09399546683
692.2800293,0.09509608895
692.2600098,0.09326564521
692.2399902,0.09418517351
692.2199707,0.09416119009
692.2000122,0.09335871041
692.1799927,0.09232494235
692.1599731,0.09371946752
692.1400146,0.0940162316
692.1199951,0.09364655614
692.0999756,0.09313680232
692.0800171,0.09304504097
692.0599976,0.09401822835
692.039978,0.09415867925
692.0200195,0.09409277141
692,0.09208465368
691.9799805,0.09303984791
691.960022,0.09264466166
691.9400024,0.09272432327
691.9199829,0.09279024601
691.9000244,0.09379858524
691.8800049,0.09410534054
691.8599854,0.09214558452
691.8400269,0.0920746401
691.8200073,0.09175600857
691.7999878,0.09370880574
691.7800293,0.09107434005
691.7600098,0.09140758216
691.7399902,0.09400697798
691.7199707,0.09311961383
691.7000122,0.09315611422
691.6799927,0.09442514926
691.6599731,0.09230573475
691.6400146,0.09312387556
691.6199951,0.09311453998
691.5999756,0.09554582834
691.5800171,0.09528227895
691.5599976,0.09380475432
691.539978,0.09296967834
691.5200195,0.09317809343
691.5,0.09358759969
691.4799805,0.09367918968
691.460022,0.09419260174
691.4400024,0.09487274289
691.4199829,0.09334606677
691.4000244,0.09009230882
691.3800049,0.09324498475
691.3599854,0.09198434651
691.3400269,0.09348530322
691.3200073,0.09338872135
691.2999878,0.09272640198
691.2800293,0.0922543183
691.2600098,0.09556388855
691.2399902,0.09383126348
691.2199707,0.09445616603
691.2000122,0.09318841994
691.1799927,0.0944262743
691.1599731,0.09198741615
691.1400146,0.09236336499
691.1199951,0.09120002389
691.0999756,0.09350258112
691.0800171,0.09316336364
691.0599976,0.09382075816
691.039978,0.09238789231
691.0200195,0.09479291737
691,0.09316542
690.9799805,0.09251382202
690.960022,0.09535239637
690.9400024,0.09398733824
690.9199829,0.09408881515
690.9000244,0.0934259817
690.8800049,0.09329122305
690.8599854,0.09542626888
690.8400269,0.09207425267
690.8200073,0.09349795431
690.7999878,0.09232500941
690.7800293,0.09205018729
690.7600098,0.09647873044
690.7399902,0.09463126957
690.7199707,0.09470012039
690.7000122,0.09160159528
690.6799927,0.0955889225
690.6599731,0.09495146573
690.6400146,0.09374924004
690.6199951,0.09235734493
690.5999756,0.09548325092
690.5800171,0.09299744666
690.5599976,0.09444262087
690.539978,0.09462676197
690.5200195,0.09316137433
690.5,0.09550473094
690.4799805,0.09369547665
690.460022,0.09280486405
690.4400024,0.09570448846
690.4199829,0.09386811405
690.4000244,0.0941163674
690.3800049,0.09508480877
690.3599854,0.09231664985
690.3400269,0.0958590135
690.3200073,0.0935665369
690.2999878,0.09669779241
690.2800293,0.09269092977
690.2600098,0.09399003536
690.2399902,0.09505539387
690.2199707,0.09284736961
690.2000122,0.09436650574
690.1799927,0.09449996054
690.1599731,0.0954676792
690.1400146,0.09296175838
690.1199951,0.09434752166
690.0999756,0.09424135089
690.0800171,0.0955022797
690.0599976,0.09442093968
690.039978,0.09511796385
690.0200195,0.09621348977
690,0.09427377582
689.9799805,0.09478888661
689.960022,0.09464555979
689.9400024,0.09229724854
689.9199829,0.09549640864
689.9000244,0.09513859451
689.8800049,0.09379052371
689.8599854,0.09545499831
689.8400269,0.09499337524
689.8200073,0.0933335498
689.7999878,0.09388578683
689.7800293,0.09367125481
689.7600098,0.09197433293
689.7399902,0.09301736206
689.7199707,0.09622689337
689.7000122,0.09444291145
689.6799927,0.09476486593
689.6599731,0.09407421947
689.6400146,0.0959257111
689.6199951,0.09525413811
689.5999756,0.09511596709
689.5800171,0.09566493332
689.5599976,0.09401556104
689.539978,0.09441485256
689.5200195,0.0954368487
689.5,0.09493648261
689.4799805,0.09560988843
689.460022,0.09595341235
689.4400024,0.09452946484
689.4199829,0.09713482112
689.4000244,0.09404111654
689.3800049,0.09612653404
689.3599854,0.09699686617
689.3400269,0.09477900714
689.3200073,0.09618125111
689.2999878,0.09413289279
689.2800293,0.09550385922
689.2600098,0.09552904963
689.2399902,0.09523405135
689.2199707,0.09734747559
689.2000122,0.0947926566
689.1799927,0.09761542082
689.1599731,0.09673330933
689.1400146,0.09578496963
689.1199951,0.09574676305
689.0999756,0.09573134035
689.0800171,0.09450054169
689.0599976,0.09602502733
689.039978,0.09553818405
689.0200195,0.09496244788
689,0.09731158614
688.9799805,0.09493552148
688.960022,0.09701822698
688.9400024,0.09431374818
688.9199829,0.09498838335
688.9000244,0.09602677077
688.8800049,0.09401360154
688.8599854,0.09540837258
688.8400269,0.09628701955
688.8200073,0.09399344772
688.7999878,0.09403324127
688.7800293,0.09603432566
688.7600098,0.09431693703
688.7399902,0.09457954764
688.7199707,0.09687399119
688.7000122,0.09732204676
688.6799927,0.09432970732
688.6599731,0.09791700542
688.6400146,0.09332106262
688.6199951,0.09623267502
688.5999756,0.09681643546
688.5800171,0.09501473606
688.5599976,0.09551066905
688.539978,0.09976566583
688.5200195,0.0962324217
688.5,0.09824567288
688.4799805,0.09467858821
688.460022,0.09634257108
688.4400024,0.09381166101
688.4199829,0.09424798191
688.4000244,0.09541463107
688.3800049,0.09600016475
688.3599854,0.09566093236
688.3400269,0.09704421461
688.3200073,0.0983126685
688.2999878,0.09542507678
688.2800293,0.09339025617
688.2600098,0.09777448326
688.2399902,0.0969228819
688.2199707,0.09561701864
688.2000122,0.09660449624
688.1799927,0.096714966
688.1599731,0.09693217278
688.1400146,0.09795413911
688.1199951,0.09651435912
688.0999756,0.09405586869
688.0800171,0.09523186088
688.0599976,0.09462083876
688.039978,0.09561611712
688.0200195,0.09620612115
688,0.09710849822
687.9799805,0.09716849029
687.960022,0.09648655355
687.9400024,0.09554088861
687.9199829,0.0957211405
687.9000244,0.09685248137
687.8800049,0.09635678679
687.8599854,0.09653828293
687.8400269,0.0962383002
687.8200073,0.09465695173
687.7999878,0.09573040158
687.7800293,0.09515956789
687.7600098,0.09696514904
687.7399902,0.09612924606
687.7199707,0.09419125319
687.7000122,0.0958738625
687.6799927,0.09526035935
687.6599731,0.09666357934
687.6400146,0.09821071476
687.6199951,0.09337770939
687.5999756,0.09591440856
687.5800171,0.0969164446
687.5599976,0.09474236518
687.539978,0.09375865757
687.5200195,0.0985167399
687.5,0.09554105252
687.4799805,0.09640804678
687.460022,0.09486643225
687.4400024,0.09658969194
687.4199829,0.09509064257
687.4000244,0.09744248539
687.3800049,0.09801281989
687.3599854,0.09555111825
687.3400269,0.0968342945
687.3200073,0.09480634332
687.2999878,0.09766410291
687.2800293,0.09625060856
687.2600098,0.09762394428
687.2399902,0.09554369748
687.2199707,0.09741213173
687.2000122,0.09426306188
687.1799927,0.09688441455
687.1599731,0.09620256722
687.1400146,0.09695585817
687.1199951,0.09557618201
687.0999756,0.09543603659
687.0800171,0.09659098089
687.0599976,0.09647828341
687.039978,0.09493774176
687.0200195,0.09608279914
687,0.09375165403
686.9799805,0.09741821885
686.960022,0.09765736014
686.9400024,0.09778207541
686.9199829,0.09794908017
686.9000244,0.09698647261
686.8800049,0.09721948951
686.8599854,0.09772589058
686.8400269,0.09540953487
686.8200073,0.09634447843
686.7999878,0.09834909439
686.7800293,0.09669533372
686.7600098,0.09576719254
686.7399902,0.09759121388
686.7199707,0.09607578814
686.7000122,0.09711183608
686.6799927,0.09584096819
686.6599731,0.09943438321
686.6400146,0.09520453215
686.6199951,0.09609688073
686.5999756,0.098174043
686.5800171,0.09760641307
686.5599976,0.09526809305
686.539978,0.09670293331
686.5200195,0.09540740401
686.5,0.09573469311
686.4799805,0.09623015672
686.460022,0.09725138545
686.4400024,0.09680793434
686.4199829,0.09599925578
686.4000244,0.09619943798
686.3800049,0.09564498812
686.3599854,0.09700679779
686.3400269,0.09695226699
686.3200073,0.09462640435
686.2999878,0.09719335288
686.2800293,0.09691318125
686.2600098,0.09691622108
686.2399902,0.09500963986
686.2199707,0.09477497637
686.2000122,0.09416980296
686.1799927,0.09631720185
686.1599731,0.09734514356
686.1400146,0.09489718825
686.1199951,0.09693197906
686.0999756,0.09488362819
686.0800171,0.09845951945
686.0599976,0.09722498804
686.039978,0.09506779909
686.0200195,0.09614681453
686,0.09919594973
685.9799805,0.09671024233
685.960022,0.09710834175
685.9400024,0.09490779042
685.9199829,0.09740833938
685.9000244,0.09321238846
685.8800049,0.09631966054
685.8599854,0.09573633969
685.8400269,0.09695958346
685.8200073,0.09667315334
685.7999878,0.09585682303
685.7800293,0.09487522393
685.7600098,0.09801538289
685.7399902,0.09448149055
685.7199707,0.09383878112
685.7000122,0.09554857016
685.6799927,0.09620372951
685.6599731,0.0965520516
685.6400146,0.09548448026
685.6199951,0.09504057467
685.5999756,0.09292790294
685.5800171,0.09689702839
685.5599976,0.09511107206
685.539978,0.09654358029
685.5200195,0.09632404894
685.5,0.09571778029
685.4799805,0.09496138245
685.460022,0.09582550824
685.4400024,0.09430169314
685.4199829,0.0950217545
685.4000244,0.09416852146
685.3800049,0.09623342007
685.3599854,0.09437248856
685.3400269,0.09625448287
685.3200073,0.09573127329
685.2999878,0.09609423578
685.2800293,0.09392149001
685.2600098,0.09611661732
685.2399902,0.09446257353
685.2199707,0.09332186729
685.2000122,0.09507787973
685.1799927,0.09687774628
685.1599731,0.09426242113
685.1400146,0.09640151262
685.1199951,0.09482247382
685.0999756,0.09527324885
685.0800171,0.09630744159
685.0599976,0.0921164304
685.039978,0.09404892474
685.0200195,0.09468212724
685,0.09535613656
684.9799805,0.095717296
684.960022,0.09805691242
684.9400024,0.09578768164
684.9199829,0.09577719122
684.9000244,0.09368830919
684.8800049,0.09470012039
684.8599854,0.0935479477
684.8400269,0.09377513826
684.8200073,0.09475424141
684.7999878,0.09691217542
684.7800293,0.09466960281
684.7600098,0.0938841179
684.7399902,0.09501289576
684.7199707,0.09333097935
684.7000122,0.0959950909
684.6799927,0.09731861204
684.6599731,0.09582283348
684.6400146,0.09544745833
684.6199951,0.09308265895
684.5999756,0.09521790594
684.5800171,0.09341228008
684.5599976,0.09339224547
684.539978,0.09642232955
684.5200195,0.09236685932
684.5,0.09356413037
684.4799805,0.09518841654
684.460022,0.09539634734
684.4400024,0.09560137242
684.4199829,0.09357681125
684.4000244,0.09337809682
684.3800049,0.09741163999
684.3599854,0.09496995062
684.3400269,0.0948234722
684.3200073,0.09481304139
684.2999878,0.0962086767
684.2800293,0.09419057518
684.2600098,0.09339122474
684.2399902,0.09366621077
684.2199707,0.09322354943
684.2000122,0.09217298031
684.1799927,0.09522280842
684.1599731,0.09372669458
684.1400146,0.0925725773
684.1199951,0.09413076937
684.0999756,0.09452148527
684.0800171,0.09348058701
684.0599976,0.09422051907
684.039978,0.09587124735
684.0200195,0.09359832108
684,0.09503944218
683.9799805,0.0947779119
683.960022,0.09431552142
683.9400024,0.09220822155
683.9199829,0.09475199133
683.9000244,0.09272733331
683.8800049,0.09318052977
683.8599854,0.09388970584
683.8400269,0.09661911428
683.8200073,0.09485992789
683.7999878,0.09391897917
683.7800293,0.09096274525
683.7600098,0.0941163376
683.7399902,0.0957204327
683.7199707,0.09422707558
683.7000122,0.09647776186
683.6799927,0.09086429328
683.6599731,0.09372328967
683.6400146,0.09486360103
683.6199951,0.09482946247
683.5999756,0.09289587289
683.5800171,0.09399855882
683.5599976,0.0934645012
683.539978,0.09222368151
683.5200195,0.09359887242
683.5,0.09306434542
683.4799805,0.09435936064
683.460022,0.09391628206
683.4400024,0.09326753765
683.4199829,0.09294043481
683.4000244,0.09380594641
683.3800049,0.09187852591
683.3599854,0.0939552933
683.3400269,0.09384321421
683.3200073,0.09444188327
683.2999878,0.09450916201
683.2800293,0.09192509949
683.2600098,0.09194493294
683.2399902,0.09235862643
683.2199707,0.09279643744
683.2000122,0.09377892315
683.1799927,0.09369659424
683.1599731,0.09168813378
683.1400146,0.09346331656
683.1199951,0.09569832683
683.0999756,0.09272480011
683.0800171,0.09423208982
683.0599976,0.09430783242
683.039978,0.09155058116
683.0200195,0.09374191612
683,0.09542930126
682.9799805,0.09173599631
682.960022,0.09294133633
682.9400024,0.09274502844
682.9199829,0.09152587503
682.9000244,0.09358416498
682.8800049,0.09332866967
682.8599854,0.09430243075
682.8400269,0.0920213908
682.8200073,0.0936434418
682.7999878,0.09149459004
682.7800293,0.09307970852
682.7600098,0.09479884058
682.7399902,0.09390458465
682.7199707,0.09494949877
682.7000122,0.09262200445
682.6799927,0.09383729845
682.6599731,0.09362196177
682.6400146,0.0933970958
682.6199951,0.09520956129
682.5999756,0.09484704584
682.5800171,0.09248329699
682.5599976,0.09440395236
682.539978,0.09461057186
682.5200195,0.09520491958
682.5,0.09447878599
682.4799805,0.09339295328
682.460022,0.0932681784
682.4400024,0.09420540184
682.4199829,0.09456387162
682.4000244,0.09278541058
682.3800049,0.09337581694
682.3599854,0.09294743091
682.3400269,0.0953155756
682.3200073,0.09154639393
682.2999878,0.09496773034
682.2800293,0.09322691709
682.2600098,0.09304314852
682.2399902,0.09310296178
682.2199707,0.09560250491
682.2000122,0.09366024286
682.1799927,0.09532625228
682.1599731,0.09377452731
682.1400146,0.09274486452
682.1199951,0.09471380711
682.0999756,0.09517278522
682.0800171,0.09460320324
682.0599976,0.09288606048
682.039978,0.09485596418
682.0200195,0.09466957301
682,0.09504917264
681.9799805,0.09394755214
681.960022,0.0960694924
681.9400024,0.09376517683
681.9199829,0.09446662664
681.9000244,0.09460548311
681.8800049,0.09245303273
681.8599854,0.09508368373
681.8400269,0.09505335987
681.8200073,0.09426476806
681.7999878,0.09293399006
681.7800293,0.09484604746
681.7600098,0.09215313941
681.7399902,0.09432321042
681.7199707,0.09523443878
681.7000122,0.09468264133
681.6799927,0.09386149794
681.6599731,0.09444223344
681.6400146,0.09425978363
681.6199951,0.09483532608
681.5999756,0.09398007393
681.5800171,0.09193172306
681.5599976,0.09639957547
681.539978,0.09385423362
681.5200195,0.09352235496
681.5,0.0942593962
681.4799805,0.09434273094
681.460022,0.09371197969
681.4400024,0.09526113421
681.4199829,0.0941291973
681.4000244,0.09583483636
681.3800049,0.09374602884
681.3599854,0.09283730388
681.3400269,0.09356544167
681.3200073,0.09498232603
681.2999878,0.09360902011
681.2800293,0.0944859609
681.2600098,0.09560279548
681.2399902,0.09664462507
681.2199707,0.09453248978
681.2000122,0.09666901082
681.1799927,0.09455087036
681.1599731,0.09527970105
681.1400146,0.09346209466
681.1199951,0.09482888132
681.0999756,0.09470746666
681.0800171,0.09710730612
681.0599976,0.09442801774
681.039978,0.09332581609
681.0200195,0.09535139799
681,0.09581840783
680.9799805,0.09292777628
680.960022,0.09739803523
680.9400024,0.09480118752
680.9199829,0.09688162804
680.9000244,0.09441318363
680.8800049,0.09473959357
680.8599854,0.09452499449
680.8400269,0.09578968585
680.8200073,0.09492125362
680.7999878,0.09550047666
680.7800293,0.09545341879
680.7600098,0.09496528655
680.7399902,0.09562133998
680.7199707,0.09529536217
680.7000122,0.09746062756
680.6799927,0.0960014537
680.6599731,0.0971269533
680.6400146,0.09423495829
680.6199951,0.09329901636
680.5999756,0.09486871958
680.5800171,0.09446858615
680.5599976,0.09523063898
680.539978,0.09547387064
680.5200195,0.09724011272
680.5,0.09485258162
680.4799805,0.09395552427
680.460022,0.09580146521
680.4400024,0.09581211209
680.4199829,0.09426830709
680.4000244,0.09558814764
680.3800049,0.0957563445
680.3599854,0.09658322483
680.3400269,0.09559921175
680.3200073,0.09554988891
680.2999878,0.09417822957
680.2800293,0.09559105337
680.2600098,0.09605315328
680.2399902,0.09701576084
680.2199707,0.09338380396
680.2000122,0.09532934427
680.1799927,0.09460828453
680.1599731,0.09547735006
680.1400146,0.09611622989
680.1199951,0.09579013288
680.0999756,0.09682200104
680.0800171,0.09491661191
680.0599976,0.09514828771
680.039978,0.09372515231
680.0200195,0.09521242976
680,0.09724480659
679.9799805,0.09615211189
679.960022,0.09477458894
679.9400024,0.09478776157
679.9199829,0.09803955257
679.9000244,0.0980123058
679.8800049,0.09550889581
679.8599854,0.09695696086
679.8400269,0.09609523416
679.8200073,0.09688418359
679.7999878,0.09745065123
679.7800293,0.09554153681
679.7600098,0.09599460661
679.7399902,0.09785778821
679.7199707,0.09730491787
679.7000122,0.09540314972
679.6799927,0.09601113945
679.6599731,0.09346812963
679.6400146,0.09574446827
679.6199951,0.09452943504
679.5999756,0.09782376885
679.5800171,0.09734873474
679.5599976,0.09717024118
679.539978,0.09749393165
679.5200195,0.09647203982
679.5,0.0939533338
679.4799805,0.09607052803
679.460022,0.09741915762
679.4400024,0.09760456532
679.4199829,0.09774190187
679.4000244,0.09721563011
679.3800049,0.09652211517
679.3599854,0.09580556303
679.3400269,0.09697857499
679.3200073,0.09618231654
679.2999878,0.09643603116
679.2800293,0.09689357132
679.2600098,0.09685228765
679.2399902,0.0989016071
679.2199707,0.09498242289
679.2000122,0.09385471791
679.1799927,0.09906511009
679.1599731,0.09737373888
679.1400146,0.09553605318
679.1199951,0.09453275055
679.0999756,0.09764203429
679.0800171,0.09771389514
679.0599976,0.09881550819
679.039978,0.09600365162
679.0200195,0.09753485769
679,0.09526673704
678.9799805,0.09576612711
678.960022,0.09829121083
678.9400024,0.09491461515
678.9199829,0.09776430577
678.9000244,0.09482495487
678.8800049,0.09719882905
678.8599854,0.09474290907
678.8400269,0.09762524068
678.8200073,0.09795271605
678.7999878,0.09864982218
678.7800293,0.09858774394
678.7600098,0.09944883734
678.7399902,0.09595961124
678.7199707,0.09750802815
678.7000122,0.09686823189
678.6799927,0.09697398543
678.6599731,0.09776054323
678.6400146,0.09673909843
678.6199951,0.0952649042
678.5999756,0.09755666554
678.5800171,0.09596528858
678.5599976,0.09819237888
678.539978,0.09671286494
678.5200195,0.09581249952
678.5,0.09567274153
678.4799805,0.09591773152
678.460022,0.09474165738
678.4400024,0.09531593323
678.4199829,0.0976485461
678.4000244,0.09727664292
678.3800049,0.09652327746
678.3599854,0.09543168545
678.3400269,0.09734957665
678.3200073,0.0971699506
678.2999878,0.0965321064
678.2800293,0.09647511691
678.2600098,0.09554792196
678.2399902,0.09938380867
678.2199707,0.09592677653
678.2000122,0.09613515437
